Image name,Contains figure,Asks for proof,Dependencies,LatexOutput,Reference,GUID,Type,Seq,PT,OriginalName
Integral Manifolds And Inertial Manifolds_3_problem.png,FALSE,TRUE,,,,17b235e2-e4c8-4652-988f-8860d2fe1a2a,P,3,0,Integral Manifolds And Inertial Manifolds_3_problem.png
Integral Manifolds And Inertial Manifolds_3_solution_part_1.png,FALSE,TRUE,,,,0eff59c1-069d-4ee8-ac70-181fb5ba85a4,S,3,1,Integral Manifolds And Inertial Manifolds_3_solution_part_1.png
Integral Manifolds And Inertial Manifolds_3_solution_part_2.png,FALSE,TRUE,,,,281d33ca-8092-4020-aaa8-8884fba9aa91,S,3,2,Integral Manifolds And Inertial Manifolds_3_solution_part_2.png
Integral Manifolds And Inertial Manifolds_4_problem.png,FALSE,TRUE,,,,b063bc0e-eaa4-4d9e-b730-ac4f7b9d9d77,P,4,0,Integral Manifolds And Inertial Manifolds_4_problem.png
Integral Manifolds And Inertial Manifolds_4_solution_part_1.png,FALSE,TRUE,,,,19c7a108-94d0-43eb-9b48-629227fc5a48,S,4,1,Integral Manifolds And Inertial Manifolds_4_solution_part_1.png
Integral Manifolds And Inertial Manifolds_4_solution_part_2.png,FALSE,TRUE,,,,e679b9f1-0a85-49b0-b92a-b21e4478a301,S,4,2,Integral Manifolds And Inertial Manifolds_4_solution_part_2.png
Integral Manifolds And Inertial Manifolds_4_solution_part_3.png,FALSE,TRUE,,,,ee95bdbe-f6e9-4f0e-bdc7-8b40ec765f7e,S,4,3,Integral Manifolds And Inertial Manifolds_4_solution_part_3.png
Integral Manifolds And Inertial Manifolds_5_problem.png,FALSE,TRUE,,,,c05668e2-f38d-4395-aea3-80132f5602c6,P,5,0,Integral Manifolds And Inertial Manifolds_5_problem.png
Integral Manifolds And Inertial Manifolds_5_solution.png,FALSE,TRUE,,,,455cfdbf-8eb4-4be8-9522-0cb6148f44a1,S,5,0,Integral Manifolds And Inertial Manifolds_5_solution.png
Integral Manifolds And Inertial Manifolds_6_problem.png,FALSE,TRUE,,,,f62610cd-bbe8-4260-a296-d447c351e140,P,6,0,Integral Manifolds And Inertial Manifolds_6_problem.png
Integral Manifolds And Inertial Manifolds_6_solution.png,FALSE,TRUE,,,,0c06a165-1d0a-4c1e-8595-1a8c671cf3ba,S,6,0,Integral Manifolds And Inertial Manifolds_6_solution.png
Integral Manifolds And Inertial Manifolds_7_problem.png,FALSE,TRUE,,,,a3e7a823-4a94-4ab4-99c4-f07389e0f09d,P,7,0,Integral Manifolds And Inertial Manifolds_7_problem.png
Integral Manifolds And Inertial Manifolds_7_solution_part_1.png,FALSE,TRUE,,,,af293f71-431c-47f0-8448-4d4b465340a6,S,7,1,Integral Manifolds And Inertial Manifolds_7_solution_part_1.png
Integral Manifolds And Inertial Manifolds_7_solution_part_2.png,FALSE,TRUE,,,,0deed000-ffff-4c59-a600-51e7feded39a,S,7,2,Integral Manifolds And Inertial Manifolds_7_solution_part_2.png
Integral Manifolds And Inertial Manifolds_7_solution_part_3.png,FALSE,TRUE,,,,8e338a67-ecd6-437d-918d-d34286773f03,S,7,3,Integral Manifolds And Inertial Manifolds_7_solution_part_3.png
Integral Manifolds And Inertial Manifolds_7_solution_part_4.png,FALSE,TRUE,,,,374612de-eb0f-4ceb-bd76-15025a77f5bf,S,7,4,Integral Manifolds And Inertial Manifolds_7_solution_part_4.png
Integral Manifolds And Inertial Manifolds_7_solution_part_5.png,FALSE,TRUE,,,,7f7a8dd3-16e1-4d49-99d5-23152ffa6b7a,S,7,5,Integral Manifolds And Inertial Manifolds_7_solution_part_5.png
Integral Manifolds And Inertial Manifolds_7_solution_part_6.png,FALSE,TRUE,,,,cf614b79-c13b-45c5-9b84-3af9d554b441,S,7,6,Integral Manifolds And Inertial Manifolds_7_solution_part_6.png
Integral Manifolds And Inertial Manifolds_7_solution_part_7.png,FALSE,TRUE,,,,1454440a-2f26-47ca-a250-e726135fb5aa,S,7,7,Integral Manifolds And Inertial Manifolds_7_solution_part_7.png
Integral Manifolds And Inertial Manifolds_8_problem_part_1.png,FALSE,TRUE,,,,4e37d7ac-b2e7-46c2-ae30-bc0170dc8b89,P,8,1,Integral Manifolds And Inertial Manifolds_8_problem_part_1.png
Integral Manifolds And Inertial Manifolds_8_problem_part_2.png,FALSE,TRUE,,,,8c356926-fade-4de0-87ce-9f0466540ce9,P,8,2,Integral Manifolds And Inertial Manifolds_8_problem_part_2.png
Integral Manifolds And Inertial Manifolds_8_solution_part_1.png,FALSE,TRUE,,,,6a07555c-352e-4207-a092-009484a2b91d,S,8,1,Integral Manifolds And Inertial Manifolds_8_solution_part_1.png
Integral Manifolds And Inertial Manifolds_8_solution_part_2.png,FALSE,TRUE,,,,15e75851-b3e0-4fac-b0c4-deacd4016eb9,S,8,2,Integral Manifolds And Inertial Manifolds_8_solution_part_2.png
Integral Manifolds And Inertial Manifolds_8_solution_part_3.png,FALSE,TRUE,,,,ab5a5735-39ad-4670-8b98-63c5805500c4,S,8,3,Integral Manifolds And Inertial Manifolds_8_solution_part_3.png
Integral Manifolds And Inertial Manifolds_8_solution_part_4.png,FALSE,TRUE,,,,60b59d6c-beab-4c7d-92d5-511b7a90792c,S,8,4,Integral Manifolds And Inertial Manifolds_8_solution_part_4.png
Integral Manifolds And Inertial Manifolds_9_problem.png,FALSE,TRUE,,,,d66508a0-bc4c-4cfd-9deb-30c473f9cc91,P,9,0,Integral Manifolds And Inertial Manifolds_9_problem.png
Integral Manifolds And Inertial Manifolds_9_solution.png,FALSE,TRUE,,,,946e8a0d-65bd-46cf-a8bf-3fe1d795a959,S,9,0,Integral Manifolds And Inertial Manifolds_9_solution.png
Integral Manifolds And Inertial Manifolds_10_problem_part_1.png,FALSE,TRUE,,,,fe9a9a23-4e82-49a4-ae11-c5a3d2c83408,P,10,1,Integral Manifolds And Inertial Manifolds_10_problem_part_1.png
Integral Manifolds And Inertial Manifolds_10_problem_part_2.png,FALSE,TRUE,,,,3315f0da-f562-4cea-8c1a-ed76883c18f0,P,10,2,Integral Manifolds And Inertial Manifolds_10_problem_part_2.png
Integral Manifolds And Inertial Manifolds_10_problem_part_3.png,FALSE,TRUE,,,,5bec5515-f5e2-43a4-aab4-976b97eaa5e9,P,10,3,Integral Manifolds And Inertial Manifolds_10_problem_part_3.png
Integral Manifolds And Inertial Manifolds_10_solution_part_1.png,FALSE,TRUE,,,,b54fc53e-c239-438a-b386-5ca0b8cb66cf,S,10,1,Integral Manifolds And Inertial Manifolds_10_solution_part_1.png
Integral Manifolds And Inertial Manifolds_10_solution_part_2.png,FALSE,TRUE,,,,9fb1c3a1-f7a8-4698-b3d7-9171c2544301,S,10,2,Integral Manifolds And Inertial Manifolds_10_solution_part_2.png
Integral Manifolds And Inertial Manifolds_10_solution_part_3.png,FALSE,TRUE,,,,0c43d9df-7d9a-4f70-8873-a2dd9d8149f5,S,10,3,Integral Manifolds And Inertial Manifolds_10_solution_part_3.png
Integral Manifolds And Inertial Manifolds_10_solution_part_4.png,FALSE,TRUE,,,,31a0238f-6861-479e-ba34-78f484eea13f,S,10,4,Integral Manifolds And Inertial Manifolds_10_solution_part_4.png
Integral Manifolds And Inertial Manifolds_10_solution_part_5.png,FALSE,TRUE,,,,ff95328f-46e3-4ea0-87cb-3c79a10d028b,S,10,5,Integral Manifolds And Inertial Manifolds_10_solution_part_5.png
Integral Manifolds And Inertial Manifolds_10_solution_part_6.png,FALSE,TRUE,,,,dbde4b22-9ebe-4c8d-bd80-231ab84258f6,S,10,6,Integral Manifolds And Inertial Manifolds_10_solution_part_6.png
Integral Manifolds And Inertial Manifolds_10_solution_part_7.png,FALSE,TRUE,,,,3e03aad4-e0b0-4bd7-84df-ea62235abea1,S,10,7,Integral Manifolds And Inertial Manifolds_10_solution_part_7.png
Integral Manifolds And Inertial Manifolds_10_solution_part_8.png,FALSE,TRUE,,,,fca6d00d-e5c4-4d0b-8285-92f745e0379f,S,10,8,Integral Manifolds And Inertial Manifolds_10_solution_part_8.png
Integral Manifolds And Inertial Manifolds_10_solution_part_9.png,FALSE,TRUE,,,,2d5841ec-3efb-449f-9ec8-4f63c030e03c,S,10,9,Integral Manifolds And Inertial Manifolds_10_solution_part_9.png
Integral Manifolds And Inertial Manifolds_10_solution_part_10.png,FALSE,TRUE,,,,45a5c912-1ddc-46d8-b29f-41db0cd9a07c,S,10,10,Integral Manifolds And Inertial Manifolds_10_solution_part_10.png
Integral Manifolds And Inertial Manifolds_10_solution_part_11.png,FALSE,TRUE,,,,c2d516a4-fb14-43c6-a6dd-e2e836226699,S,10,11,Integral Manifolds And Inertial Manifolds_10_solution_part_11.png
Integral Manifolds And Inertial Manifolds_10_solution_part_12.png,FALSE,TRUE,,,,c8db8687-9971-4e29-9331-79515fdf06f2,S,10,12,Integral Manifolds And Inertial Manifolds_10_solution_part_12.png
Integral Manifolds And Inertial Manifolds_10_solution_part_13.png,FALSE,TRUE,,,,8b24382a-c275-4cf7-9284-3064e1890874,S,10,13,Integral Manifolds And Inertial Manifolds_10_solution_part_13.png
Integral Manifolds And Inertial Manifolds_10_solution_part_14.png,FALSE,TRUE,,,,b604e8cd-b94b-46d4-b6cd-eba0b7c6d20d,S,10,14,Integral Manifolds And Inertial Manifolds_10_solution_part_14.png
Integral Manifolds And Inertial Manifolds_11_problem.png,FALSE,TRUE,,,,ab194712-4ea3-4af3-bd0f-0219549db162,P,11,0,Integral Manifolds And Inertial Manifolds_11_problem.png
Integral Manifolds And Inertial Manifolds_11_solution_part_1.png,FALSE,TRUE,,,,2cb3b116-2d70-4b01-8f32-4d3b1c8233f5,S,11,1,Integral Manifolds And Inertial Manifolds_11_solution_part_1.png
Integral Manifolds And Inertial Manifolds_11_solution_part_2.png,FALSE,TRUE,,,,0c2b64bf-6ff2-472f-89f8-28b779428eb5,S,11,2,Integral Manifolds And Inertial Manifolds_11_solution_part_2.png
Integral Manifolds And Inertial Manifolds_11_solution_part_3.png,FALSE,TRUE,,,,b94e0c85-f92a-45b3-93b5-4a2c3dd27e2e,S,11,3,Integral Manifolds And Inertial Manifolds_11_solution_part_3.png
Integral Manifolds And Inertial Manifolds_12_problem.png,FALSE,TRUE,,,,24381c28-d22e-4ce4-9d31-f7f4157a9edb,P,12,0,Integral Manifolds And Inertial Manifolds_12_problem.png
Integral Manifolds And Inertial Manifolds_12_solution_part_1.png,FALSE,TRUE,,,,4ce14002-fb06-41d1-9977-d6ee84d3f898,S,12,1,Integral Manifolds And Inertial Manifolds_12_solution_part_1.png
Integral Manifolds And Inertial Manifolds_12_solution_part_2.png,FALSE,TRUE,,,,20ade5d3-eb9e-48ba-9726-3c2dd028935f,S,12,2,Integral Manifolds And Inertial Manifolds_12_solution_part_2.png
Integral Manifolds And Inertial Manifolds_12_solution_part_3.png,FALSE,TRUE,,,,0168d899-0cdb-4568-a992-558df5241542,S,12,3,Integral Manifolds And Inertial Manifolds_12_solution_part_3.png
Integral Manifolds And Inertial Manifolds_13_problem.png,FALSE,TRUE,,,,38485eed-84ab-46d6-bd8f-155dba160f9b,P,13,0,Integral Manifolds And Inertial Manifolds_13_problem.png
Integral Manifolds And Inertial Manifolds_13_solution_part_1.png,FALSE,TRUE,,,,5d3ce3ca-a259-456e-a422-06ed4a65e5bf,S,13,1,Integral Manifolds And Inertial Manifolds_13_solution_part_1.png
Integral Manifolds And Inertial Manifolds_13_solution_part_2.png,FALSE,TRUE,,,,50edcc1c-cabf-457b-92f4-3c9a928db2d6,S,13,2,Integral Manifolds And Inertial Manifolds_13_solution_part_2.png
Integral Manifolds And Inertial Manifolds_14_problem_part_1.png,FALSE,TRUE,,,,d5713d05-a868-40a1-9b66-78b20d1f7774,P,14,1,Integral Manifolds And Inertial Manifolds_14_problem_part_1.png
Integral Manifolds And Inertial Manifolds_14_problem_part_2.png,FALSE,TRUE,,,,e01923a8-3afe-4026-93c7-c1449162960c,P,14,2,Integral Manifolds And Inertial Manifolds_14_problem_part_2.png
Integral Manifolds And Inertial Manifolds_14_solution_part_1.png,FALSE,TRUE,,,,e9e2ac88-2109-4299-8599-8de9ce356147,S,14,1,Integral Manifolds And Inertial Manifolds_14_solution_part_1.png
Integral Manifolds And Inertial Manifolds_14_solution_part_2.png,FALSE,TRUE,,,,2a31f59e-ae13-4339-b4c7-220590734751,S,14,2,Integral Manifolds And Inertial Manifolds_14_solution_part_2.png
Integral Manifolds And Inertial Manifolds_14_solution_part_3.png,FALSE,TRUE,,,,5e922a9b-6842-460e-9474-7c76ea498fac,S,14,3,Integral Manifolds And Inertial Manifolds_14_solution_part_3.png
Integral Manifolds And Inertial Manifolds_14_solution_part_4.png,FALSE,TRUE,,,,974683c8-cc38-421f-a7c9-5c15ae1fd0b4,S,14,4,Integral Manifolds And Inertial Manifolds_14_solution_part_4.png
Integral Manifolds And Inertial Manifolds_15_problem_part_1.png,FALSE,TRUE,,,,5a505006-6b0c-4be4-8fef-8bc5632a69cc,P,15,1,Integral Manifolds And Inertial Manifolds_15_problem_part_1.png
Integral Manifolds And Inertial Manifolds_15_problem_part_2.png,FALSE,TRUE,,,,0a525308-237f-40d7-826d-b462a6193494,P,15,2,Integral Manifolds And Inertial Manifolds_15_problem_part_2.png
Integral Manifolds And Inertial Manifolds_15_solution_part_1.png,FALSE,TRUE,,,,449d4bd8-d768-45e2-a897-e1b1bb9a3d90,S,15,1,Integral Manifolds And Inertial Manifolds_15_solution_part_1.png
Integral Manifolds And Inertial Manifolds_15_solution_part_2.png,FALSE,TRUE,,,,e0c2e422-ace4-47fd-8191-655975a4615d,S,15,2,Integral Manifolds And Inertial Manifolds_15_solution_part_2.png
Integral Manifolds And Inertial Manifolds_15_solution_part_3.png,FALSE,TRUE,,,,8f484096-f71f-4d3e-8490-4943839abed4,S,15,3,Integral Manifolds And Inertial Manifolds_15_solution_part_3.png
Integral Manifolds And Inertial Manifolds_16_problem.png,FALSE,TRUE,,,,a6890a06-6546-4f36-96d3-e0ad90a7541b,P,16,0,Integral Manifolds And Inertial Manifolds_16_problem.png
Integral Manifolds And Inertial Manifolds_16_solution_part_1.png,FALSE,TRUE,,,,613702d9-c751-490b-a728-b8b774aabff5,S,16,1,Integral Manifolds And Inertial Manifolds_16_solution_part_1.png
Integral Manifolds And Inertial Manifolds_16_solution_part_2.png,FALSE,TRUE,,,,ecda72d6-2df6-4c20-a881-b3b4a2fc5004,S,16,2,Integral Manifolds And Inertial Manifolds_16_solution_part_2.png
Integral Manifolds And Inertial Manifolds_16_solution_part_3.png,FALSE,TRUE,,,,74d986b8-a545-4578-adae-e91741ff6842,S,16,3,Integral Manifolds And Inertial Manifolds_16_solution_part_3.png
Integral Manifolds And Inertial Manifolds_17_problem_part_1.png,FALSE,TRUE,,,,200e16cf-3958-47c4-8ae5-35cec8bf5d38,P,17,1,Integral Manifolds And Inertial Manifolds_17_problem_part_1.png
Integral Manifolds And Inertial Manifolds_17_problem_part_2.png,FALSE,TRUE,,,,11571680-72d8-4ee6-8796-6542fce92ffd,P,17,2,Integral Manifolds And Inertial Manifolds_17_problem_part_2.png
Integral Manifolds And Inertial Manifolds_17_problem_part_3.png,FALSE,TRUE,,,,2c45097d-07cc-45fe-94f7-a599b1c92eb1,P,17,3,Integral Manifolds And Inertial Manifolds_17_problem_part_3.png
Integral Manifolds And Inertial Manifolds_17_solution_part_1.png,FALSE,TRUE,,,,c72e913b-2545-4b93-bc88-e87990b49950,S,17,1,Integral Manifolds And Inertial Manifolds_17_solution_part_1.png
Integral Manifolds And Inertial Manifolds_17_solution_part_2.png,FALSE,TRUE,,,,3d247986-e283-4342-9694-5d14762243da,S,17,2,Integral Manifolds And Inertial Manifolds_17_solution_part_2.png
Integral Manifolds And Inertial Manifolds_18_problem_part_1.png,FALSE,TRUE,,,,eb85fd21-9172-422a-9a04-13ce9e25630f,P,18,1,Integral Manifolds And Inertial Manifolds_18_problem_part_1.png
Integral Manifolds And Inertial Manifolds_18_problem_part_2.png,FALSE,TRUE,,,,a849b583-6be1-43b7-8b11-0b70f1806cd6,P,18,2,Integral Manifolds And Inertial Manifolds_18_problem_part_2.png
Integral Manifolds And Inertial Manifolds_18_problem_part_3.png,FALSE,TRUE,,,,b1943379-5be7-407c-bac2-bd23b3b81855,P,18,3,Integral Manifolds And Inertial Manifolds_18_problem_part_3.png
Integral Manifolds And Inertial Manifolds_18_problem_part_4.png,FALSE,TRUE,,,,456010b8-3723-4d85-9631-0670f50c94da,P,18,4,Integral Manifolds And Inertial Manifolds_18_problem_part_4.png
Integral Manifolds And Inertial Manifolds_18_solution_part_1.png,FALSE,TRUE,,,,ca13b42e-b8c0-4f66-90db-36b2e6c0f263,S,18,1,Integral Manifolds And Inertial Manifolds_18_solution_part_1.png
Integral Manifolds And Inertial Manifolds_18_solution_part_2.png,FALSE,TRUE,,,,ae822c2c-14c1-4e5d-8e61-a32c421da7b6,S,18,2,Integral Manifolds And Inertial Manifolds_18_solution_part_2.png
Integral Manifolds And Inertial Manifolds_19_problem_part_1.png,FALSE,TRUE,,,,ac403ecd-74c1-405b-9a85-8df2a8a16c5b,P,19,1,Integral Manifolds And Inertial Manifolds_19_problem_part_1.png
Integral Manifolds And Inertial Manifolds_19_problem_part_2.png,FALSE,TRUE,,,,958b759e-281b-4f9e-9482-6cbed4c4c0ae,P,19,2,Integral Manifolds And Inertial Manifolds_19_problem_part_2.png
Integral Manifolds And Inertial Manifolds_19_problem_part_3.png,FALSE,TRUE,,,,0e6e9279-dab8-4132-a3d7-6e9bdc8d1d5c,P,19,3,Integral Manifolds And Inertial Manifolds_19_problem_part_3.png
Integral Manifolds And Inertial Manifolds_19_solution.png,FALSE,TRUE,,,,0365b86c-8095-433b-bb5a-0e41a3e41537,S,19,0,Integral Manifolds And Inertial Manifolds_19_solution.png
Integral Manifolds And Inertial Manifolds_20_problem.png,FALSE,TRUE,,,,f79bc1d1-4720-4e7c-b833-c6ceab2c3206,P,20,0,Integral Manifolds And Inertial Manifolds_20_problem.png
Integral Manifolds And Inertial Manifolds_20_solution_part_1.png,FALSE,TRUE,,,,65eb9eb6-dd43-474c-b20c-86896027f525,S,20,1,Integral Manifolds And Inertial Manifolds_20_solution_part_1.png
Integral Manifolds And Inertial Manifolds_20_solution_part_2.png,FALSE,TRUE,,,,c02f184e-a77d-4b16-8579-5fa3f0421870,S,20,2,Integral Manifolds And Inertial Manifolds_20_solution_part_2.png
Integral Manifolds And Inertial Manifolds_20_solution_part_3.png,FALSE,TRUE,,,,abf26713-6316-4d50-a3eb-75c4505458cb,S,20,3,Integral Manifolds And Inertial Manifolds_20_solution_part_3.png
Integral Manifolds And Inertial Manifolds_20_solution_part_4.png,FALSE,TRUE,,,,c14f8f58-fdf9-41a3-a6ba-9ae4d44530bf,S,20,4,Integral Manifolds And Inertial Manifolds_20_solution_part_4.png
Integral Manifolds And Inertial Manifolds_21_problem.png,FALSE,TRUE,,,,5b591c3b-7981-49be-a160-8403b5729364,P,21,0,Integral Manifolds And Inertial Manifolds_21_problem.png
Integral Manifolds And Inertial Manifolds_21_solution_part_1.png,FALSE,TRUE,,,,1d565262-3ae8-4512-8ce9-5e80bef3919b,S,21,1,Integral Manifolds And Inertial Manifolds_21_solution_part_1.png
Integral Manifolds And Inertial Manifolds_21_solution_part_2.png,FALSE,TRUE,,,,261379f3-33c9-400d-86a6-f98d3ead1ffe,S,21,2,Integral Manifolds And Inertial Manifolds_21_solution_part_2.png
Integral Manifolds And Inertial Manifolds_22_problem.png,FALSE,TRUE,,,,ec95031b-dc34-464c-85ee-2c45f08172fe,P,22,0,Integral Manifolds And Inertial Manifolds_22_problem.png
Integral Manifolds And Inertial Manifolds_22_solution_part_1.png,FALSE,TRUE,,,,b997a3c1-300b-4139-9812-3d2f6adf33d3,S,22,1,Integral Manifolds And Inertial Manifolds_22_solution_part_1.png
Integral Manifolds And Inertial Manifolds_22_solution_part_2.png,FALSE,TRUE,,,,f28e20f9-ecbe-421f-9727-4c6b6852a735,S,22,2,Integral Manifolds And Inertial Manifolds_22_solution_part_2.png
Integral Manifolds And Inertial Manifolds_23_problem.png,FALSE,TRUE,,,,58fe7bcf-34d1-4b75-a281-43d985f13a67,P,23,0,Integral Manifolds And Inertial Manifolds_23_problem.png
Integral Manifolds And Inertial Manifolds_23_solution_part_1.png,FALSE,TRUE,,,,f5e32200-d5f4-4923-b6e0-38adf95287a9,S,23,1,Integral Manifolds And Inertial Manifolds_23_solution_part_1.png
Integral Manifolds And Inertial Manifolds_23_solution_part_2.png,FALSE,TRUE,,,,26f86089-2fd8-44bf-a444-dd3ec5a5e0ba,S,23,2,Integral Manifolds And Inertial Manifolds_23_solution_part_2.png
Integral Manifolds And Inertial Manifolds_23_solution_part_3.png,FALSE,TRUE,,,,b4c7140f-b472-4368-898c-8f3452410a2a,S,23,3,Integral Manifolds And Inertial Manifolds_23_solution_part_3.png
Integral Manifolds And Inertial Manifolds_23_solution_part_4.png,FALSE,TRUE,,,,f0f02d9f-3cdc-4590-8ea9-016dc225a138,S,23,4,Integral Manifolds And Inertial Manifolds_23_solution_part_4.png
Integral Manifolds And Inertial Manifolds_24_problem_part_1.png,FALSE,TRUE,,,,9f5dae5e-b8df-4d25-ae1a-2f3c630cdb2d,P,24,1,Integral Manifolds And Inertial Manifolds_24_problem_part_1.png
Integral Manifolds And Inertial Manifolds_24_problem_part_2.png,FALSE,TRUE,,,,561d777b-dd7e-40df-9d38-e405c9cfa856,P,24,2,Integral Manifolds And Inertial Manifolds_24_problem_part_2.png
Integral Manifolds And Inertial Manifolds_24_problem_part_3.png,FALSE,TRUE,,,,3f1006fc-2e65-4231-9ff1-5d35d9e141d3,P,24,3,Integral Manifolds And Inertial Manifolds_24_problem_part_3.png
Integral Manifolds And Inertial Manifolds_24_problem_part_4.png,FALSE,TRUE,,,,5c4f21cd-2b4c-43a1-88c0-66cb68dcb094,P,24,4,Integral Manifolds And Inertial Manifolds_24_problem_part_4.png
Integral Manifolds And Inertial Manifolds_24_solution_part_1.png,FALSE,TRUE,,,,19ce5ac2-162d-412f-adb7-e201628cfc50,S,24,1,Integral Manifolds And Inertial Manifolds_24_solution_part_1.png
Integral Manifolds And Inertial Manifolds_24_solution_part_2.png,FALSE,TRUE,,,,82dbe936-28cf-474f-b535-cdf8bbbb4844,S,24,2,Integral Manifolds And Inertial Manifolds_24_solution_part_2.png
Integral Manifolds And Inertial Manifolds_24_solution_part_3.png,FALSE,TRUE,,,,57ee3a7d-0cc9-46e6-adfd-79d6212169e3,S,24,3,Integral Manifolds And Inertial Manifolds_24_solution_part_3.png
Integral Manifolds And Inertial Manifolds_25_problem.png,FALSE,TRUE,,,,3857664c-b3b0-44b5-b5ff-44393a13a114,P,25,0,Integral Manifolds And Inertial Manifolds_25_problem.png
Integral Manifolds And Inertial Manifolds_25_solution_part_1.png,FALSE,TRUE,,,,d242a089-0863-4841-86ff-f406c5fa09a1,S,25,1,Integral Manifolds And Inertial Manifolds_25_solution_part_1.png
Integral Manifolds And Inertial Manifolds_25_solution_part_2.png,FALSE,TRUE,,,,02bacf9b-560c-4b67-811c-be731a43f67c,S,25,2,Integral Manifolds And Inertial Manifolds_25_solution_part_2.png
Integral Manifolds And Inertial Manifolds_25_solution_part_3.png,FALSE,TRUE,,,,fe3537a4-2e7b-4c50-ad01-a803ba15570e,S,25,3,Integral Manifolds And Inertial Manifolds_25_solution_part_3.png
Integral Manifolds And Inertial Manifolds_26_problem.png,FALSE,TRUE,,,,5cb03986-62c2-41c1-ae53-456af7547a85,P,26,0,Integral Manifolds And Inertial Manifolds_26_problem.png
Integral Manifolds And Inertial Manifolds_26_solution_part_1.png,FALSE,TRUE,,,,17f70072-7bba-43d7-910c-d4671c4d6471,S,26,1,Integral Manifolds And Inertial Manifolds_26_solution_part_1.png
Integral Manifolds And Inertial Manifolds_26_solution_part_2.png,FALSE,TRUE,,,,9efe938e-4ec8-4253-b84a-6bdebbeb834b,S,26,2,Integral Manifolds And Inertial Manifolds_26_solution_part_2.png
Integral Manifolds And Inertial Manifolds_27_problem.png,FALSE,TRUE,,,,21ad832b-5677-4d07-8911-c67477309628,P,27,0,Integral Manifolds And Inertial Manifolds_27_problem.png
Integral Manifolds And Inertial Manifolds_27_solution_part_1.png,FALSE,TRUE,,,,df83cd37-50d5-4405-9b06-e265599a67b8,S,27,1,Integral Manifolds And Inertial Manifolds_27_solution_part_1.png
Integral Manifolds And Inertial Manifolds_27_solution_part_2.png,FALSE,TRUE,,,,fb487b99-4a6a-48be-9599-82e8e06fd9b2,S,27,2,Integral Manifolds And Inertial Manifolds_27_solution_part_2.png
Integral Manifolds And Inertial Manifolds_27_solution_part_3.png,FALSE,TRUE,,,,25238a3a-98ab-480e-9842-13fa7652336e,S,27,3,Integral Manifolds And Inertial Manifolds_27_solution_part_3.png
Integral Manifolds And Inertial Manifolds_28_problem_part_1.png,FALSE,TRUE,,,,82790e24-c1ea-4979-aacb-3293e2e95873,P,28,1,Integral Manifolds And Inertial Manifolds_28_problem_part_1.png
Integral Manifolds And Inertial Manifolds_28_problem_part_2.png,FALSE,TRUE,,,,338b604c-5cbd-472f-8115-77916beac6e1,P,28,2,Integral Manifolds And Inertial Manifolds_28_problem_part_2.png
Integral Manifolds And Inertial Manifolds_28_solution_part_1.png,FALSE,TRUE,,,,b24c4731-f457-4e3d-9507-e1a3cf1f0902,S,28,1,Integral Manifolds And Inertial Manifolds_28_solution_part_1.png
