Image name,Contains figure,Asks for proof,Dependencies,LatexOutput,Reference,GUID,Type,Seq,PT,OriginalName
"Topology, Calculus and Approximation-Vilmos Komornik_5_solution.png",FALSE,TRUE,,,,e9a816e0-ed85-478b-a597-13e1e85210a5,S,5,0,"Topology, Calculus and Approximation-Vilmos Komornik_5_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_6_problem.png",FALSE,TRUE,,,,9ec12ce1-daca-4908-8e17-9159bccbdc2f,P,6,0,"Topology, Calculus and Approximation-Vilmos Komornik_6_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_6_solution_part_1.png",FALSE,TRUE,,,,37d2c097-8eb0-49dc-aecf-bdcb77f3304f,S,6,1,"Topology, Calculus and Approximation-Vilmos Komornik_6_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_6_solution_part_2.png",FALSE,TRUE,,,,32518247-675d-4308-9793-9b94c929c0a3,S,6,2,"Topology, Calculus and Approximation-Vilmos Komornik_6_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_7_problem.png",FALSE,TRUE,,,,e962ed15-25c1-4400-bf70-9db97d00c13a,P,7,0,"Topology, Calculus and Approximation-Vilmos Komornik_7_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_7_solution.png",FALSE,TRUE,,,,da323d39-e45a-4c34-8cf2-54fbdd6fa8cb,S,7,0,"Topology, Calculus and Approximation-Vilmos Komornik_7_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_8_problem.png",FALSE,TRUE,,,,3824e09a-ccd1-48af-81ee-3821f5b8d1b7,P,8,0,"Topology, Calculus and Approximation-Vilmos Komornik_8_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_8_solution_part_1.png",FALSE,TRUE,,,,5a31773b-ef8f-475d-92b2-cb31615884f2,S,8,1,"Topology, Calculus and Approximation-Vilmos Komornik_8_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_8_solution_part_2.png",FALSE,TRUE,,,,051a80a6-1606-4173-8138-a47343eb88a6,S,8,2,"Topology, Calculus and Approximation-Vilmos Komornik_8_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_9_problem.png",FALSE,TRUE,,,,15d5dd23-72df-454a-9fa4-178371667451,P,9,0,"Topology, Calculus and Approximation-Vilmos Komornik_9_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_9_solution.png",FALSE,TRUE,,,,e8cfa372-c5c1-431d-9286-3bd0f0926c4c,S,9,0,"Topology, Calculus and Approximation-Vilmos Komornik_9_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_10_problem.png",FALSE,TRUE,,,,dceb965a-6371-44ac-a31b-b822c934c6d4,P,10,0,"Topology, Calculus and Approximation-Vilmos Komornik_10_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_10_solution_part_1.png",FALSE,TRUE,,,,3b740eae-552a-481e-8a34-30dda06cfe08,S,10,1,"Topology, Calculus and Approximation-Vilmos Komornik_10_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_10_solution_part_2.png",FALSE,TRUE,,,,c77a87fa-cc79-411f-8edf-76a93a079262,S,10,2,"Topology, Calculus and Approximation-Vilmos Komornik_10_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_11_problem.png",FALSE,TRUE,,,,f5f123b7-5070-43e4-9f0a-74c81dc64d50,P,11,0,"Topology, Calculus and Approximation-Vilmos Komornik_11_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_11_solution.png",FALSE,TRUE,,,,9c8142b6-4d0a-4e14-9647-cc98c9170895,S,11,0,"Topology, Calculus and Approximation-Vilmos Komornik_11_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_12_problem_part_1.png",FALSE,TRUE,,,,1363ce7f-4def-404e-8f23-6078510b061f,P,12,1,"Topology, Calculus and Approximation-Vilmos Komornik_12_problem_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_12_problem_part_2.png",TRUE,TRUE,,,,0b53833b-6720-4ba4-ab67-02dc77fa3268,P,12,2,"Topology, Calculus and Approximation-Vilmos Komornik_12_problem_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_12_solution.png",FALSE,TRUE,,,,508cd693-33c6-4129-a77c-b204250de276,S,12,0,"Topology, Calculus and Approximation-Vilmos Komornik_12_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_13_problem.png",FALSE,TRUE,,,,3d6e19c5-181b-4c48-933c-89d76ff93e33,P,13,0,"Topology, Calculus and Approximation-Vilmos Komornik_13_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_13_solution_part_1.png",FALSE,TRUE,,,,faadcc83-fcc3-4fc9-858f-c41be38eb453,S,13,1,"Topology, Calculus and Approximation-Vilmos Komornik_13_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_13_solution_part_2.png",FALSE,TRUE,,,,fcd9af31-e95d-41bb-9946-501b321f3156,S,13,2,"Topology, Calculus and Approximation-Vilmos Komornik_13_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_14_problem.png",FALSE,TRUE,,,,e9ca40d9-8fe1-494d-b99a-0cd472ec406d,P,14,0,"Topology, Calculus and Approximation-Vilmos Komornik_14_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_14_solution_part_1.png",FALSE,TRUE,,,,ce31c5e9-93b4-4a31-a5be-bfb8053864ba,S,14,1,"Topology, Calculus and Approximation-Vilmos Komornik_14_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_14_solution_part_2.png",FALSE,TRUE,,,,bdfe8dac-0b6a-4490-b9f4-355092da7600,S,14,2,"Topology, Calculus and Approximation-Vilmos Komornik_14_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_15_problem.png",FALSE,TRUE,,,,2659e9dc-d591-4c2a-94fe-8760ab55ca2c,P,15,0,"Topology, Calculus and Approximation-Vilmos Komornik_15_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_15_solution.png",FALSE,TRUE,,,,19088586-edd5-4ea1-b1ed-e6dd1fc2bb69,S,15,0,"Topology, Calculus and Approximation-Vilmos Komornik_15_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_16_problem.png",FALSE,TRUE,,,,575f4efb-0626-4782-8c63-b9f6193554ac,P,16,0,"Topology, Calculus and Approximation-Vilmos Komornik_16_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_16_solution_part_1.png",FALSE,TRUE,,,,6e76ecb2-163a-43e0-82ee-ac0140ffd47c,S,16,1,"Topology, Calculus and Approximation-Vilmos Komornik_16_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_16_solution_part_2.png",FALSE,TRUE,,,,b9f7c747-0329-464d-87e3-9078d2f89464,S,16,2,"Topology, Calculus and Approximation-Vilmos Komornik_16_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_17_problem.png",FALSE,TRUE,,,,f7b4b624-389d-42bd-9c8b-70583c2f1941,P,17,0,"Topology, Calculus and Approximation-Vilmos Komornik_17_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_17_solution_part_1.png",FALSE,TRUE,,,,50403c77-fbf0-4479-8045-d24295bebf22,S,17,1,"Topology, Calculus and Approximation-Vilmos Komornik_17_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_17_solution_part_2.png",FALSE,TRUE,,,,385b83e5-2b4c-48b9-9853-3ff1d49f3e1c,S,17,2,"Topology, Calculus and Approximation-Vilmos Komornik_17_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_17_solution_part_3.png",FALSE,TRUE,,,,3dc152a5-40f2-4a01-ac44-5b0de480c04f,S,17,3,"Topology, Calculus and Approximation-Vilmos Komornik_17_solution_part_3.png"
"Topology, Calculus and Approximation-Vilmos Komornik_18_problem.png",FALSE,TRUE,,,,9a35265e-8373-4e74-95a1-897bb7069337,P,18,0,"Topology, Calculus and Approximation-Vilmos Komornik_18_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_18_solution_part_1.png",FALSE,TRUE,,,,30564728-6b8a-4de8-b891-37b917bcab58,S,18,1,"Topology, Calculus and Approximation-Vilmos Komornik_18_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_18_solution_part_2.png",FALSE,TRUE,,,,c54c4021-bdfd-4d22-9a68-c3fa8fabbb26,S,18,2,"Topology, Calculus and Approximation-Vilmos Komornik_18_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_19_problem.png",FALSE,TRUE,,,,cbd24970-13dc-4366-9e65-e4d545d049db,P,19,0,"Topology, Calculus and Approximation-Vilmos Komornik_19_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_19_solution.png",FALSE,TRUE,,,,76a6154b-4942-42e7-8cc6-254e8938e213,S,19,0,"Topology, Calculus and Approximation-Vilmos Komornik_19_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_20_problem.png",FALSE,TRUE,,,,864566b0-5a5d-470a-8189-521961f36478,P,20,0,"Topology, Calculus and Approximation-Vilmos Komornik_20_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_20_solution.png",FALSE,TRUE,,,,1c5ec9e0-71be-467c-9117-dcc140c6d0dd,S,20,0,"Topology, Calculus and Approximation-Vilmos Komornik_20_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_21_problem.png",FALSE,TRUE,,,,297d20ed-166a-4be5-ace6-e5724c1c0a6c,P,21,0,"Topology, Calculus and Approximation-Vilmos Komornik_21_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_21_solution_part_1.png",FALSE,TRUE,,,,1e91c801-0420-4e56-a744-55e21aa759e3,S,21,1,"Topology, Calculus and Approximation-Vilmos Komornik_21_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_21_solution_part_2.png",FALSE,TRUE,,,,acaa0027-18cd-4224-aad0-bb6e00ea7577,S,21,2,"Topology, Calculus and Approximation-Vilmos Komornik_21_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_22_problem.png",FALSE,TRUE,,,,192bd419-3329-43f8-88c0-7a269a10b774,P,22,0,"Topology, Calculus and Approximation-Vilmos Komornik_22_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_22_solution.png",FALSE,TRUE,,,,ad0573c1-3c7c-4b37-9275-5170147e4bcb,S,22,0,"Topology, Calculus and Approximation-Vilmos Komornik_22_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_23_problem.png",FALSE,TRUE,,,,4657ac18-eec3-41c4-be22-ed44c9281d46,P,23,0,"Topology, Calculus and Approximation-Vilmos Komornik_23_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_23_solution.png",FALSE,TRUE,,,,46fb2543-d502-431e-ba0a-517b6d9e6cf2,S,23,0,"Topology, Calculus and Approximation-Vilmos Komornik_23_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_24_problem.png",FALSE,TRUE,,,,14bef30a-672d-4bc4-a0ee-115f8053f2e5,P,24,0,"Topology, Calculus and Approximation-Vilmos Komornik_24_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_24_solution_part_1.png",FALSE,TRUE,,,,be6a02f1-d1b6-4122-a39f-c28b52a2a966,S,24,1,"Topology, Calculus and Approximation-Vilmos Komornik_24_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_24_solution_part_2.png",TRUE,TRUE,,,,4ce4d8cd-4002-4217-a568-ffd2b6611c90,S,24,2,"Topology, Calculus and Approximation-Vilmos Komornik_24_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_25_problem.png",FALSE,TRUE,,,,461b6280-056c-4641-a3ad-09a5d4ca8bfa,P,25,0,"Topology, Calculus and Approximation-Vilmos Komornik_25_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_25_solution.png",FALSE,TRUE,,,,06bb3ec2-ca9e-4fb6-b447-0564e1e702f1,S,25,0,"Topology, Calculus and Approximation-Vilmos Komornik_25_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_26_problem.png",FALSE,TRUE,,,,bbb89e8e-bc31-4e52-9f7a-de9fb466ee39,P,26,0,"Topology, Calculus and Approximation-Vilmos Komornik_26_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_26_solution.png",FALSE,TRUE,,,,41dfc8e5-527d-4952-b4d5-df9c903d856b,S,26,0,"Topology, Calculus and Approximation-Vilmos Komornik_26_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_27_problem.png",FALSE,TRUE,,,,cfab3985-4346-4d54-802d-fff525944dc8,P,27,0,"Topology, Calculus and Approximation-Vilmos Komornik_27_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_27_solution.png",FALSE,TRUE,,,,1220f415-1297-4fc0-befe-b58349aa63f3,S,27,0,"Topology, Calculus and Approximation-Vilmos Komornik_27_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_28_problem.png",FALSE,TRUE,,,,86c0466e-8ca7-4506-8fc9-953f3dd11b55,P,28,0,"Topology, Calculus and Approximation-Vilmos Komornik_28_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_28_solution_part_1.png",FALSE,TRUE,,,,1edb38bb-73f6-4f5d-89e4-4dbb7737d55e,S,28,1,"Topology, Calculus and Approximation-Vilmos Komornik_28_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_28_solution_part_2.png",FALSE,TRUE,,,,e985fbda-4455-47e5-937e-49ee07be3896,S,28,2,"Topology, Calculus and Approximation-Vilmos Komornik_28_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_29_problem.png",FALSE,TRUE,,,,52179364-6d27-4f60-8d2f-0e7376aee465,P,29,0,"Topology, Calculus and Approximation-Vilmos Komornik_29_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_29_solution_part_1.png",FALSE,TRUE,,,,59126d44-ccc0-44e0-a3ea-0128a39b30a6,S,29,1,"Topology, Calculus and Approximation-Vilmos Komornik_29_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_29_solution_part_2.png",FALSE,TRUE,,,,e280b1cc-a9e1-4441-a7d6-e395c598662d,S,29,2,"Topology, Calculus and Approximation-Vilmos Komornik_29_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_29_solution_part_3.png",FALSE,TRUE,,,,4ba7341e-01b6-4a9d-85c2-6272dbeb3406,S,29,3,"Topology, Calculus and Approximation-Vilmos Komornik_29_solution_part_3.png"
"Topology, Calculus and Approximation-Vilmos Komornik_30_problem.png",FALSE,TRUE,,,,ddf9941c-1c0f-473d-812e-23053346db28,P,30,0,"Topology, Calculus and Approximation-Vilmos Komornik_30_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_30_solution_part_1.png",FALSE,TRUE,,,,80fbad00-ff4b-4963-929e-5fcbd01b8448,S,30,1,"Topology, Calculus and Approximation-Vilmos Komornik_30_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_30_solution_part_2.png",FALSE,TRUE,,,,744a41dd-da1d-4804-932a-4a86f9782d28,S,30,2,"Topology, Calculus and Approximation-Vilmos Komornik_30_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_31_problem.png",FALSE,FALSE,,,,038a7038-f6d9-46af-ab21-cb6e08d05f9a,P,31,0,"Topology, Calculus and Approximation-Vilmos Komornik_31_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_31_solution.png",FALSE,FALSE,,,,f7f5228a-50c2-4cdd-b782-d4734d1e555a,S,31,0,"Topology, Calculus and Approximation-Vilmos Komornik_31_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_32_problem_part_1.png",FALSE,TRUE,,,,d99a302e-4765-4800-af11-60758463adc7,P,32,1,"Topology, Calculus and Approximation-Vilmos Komornik_32_problem_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_32_problem_part_2.png",FALSE,TRUE,,,,85594bd7-805d-4225-83ee-a4e4a1cc0bf4,P,32,2,"Topology, Calculus and Approximation-Vilmos Komornik_32_problem_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_32_solution_part_1.png",FALSE,TRUE,,,,2bc48347-f447-413e-8681-d92476b2065a,S,32,1,"Topology, Calculus and Approximation-Vilmos Komornik_32_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_32_solution_part_2.png",FALSE,TRUE,,,,e52b529e-c456-41d9-8ace-ce1cf9129238,S,32,2,"Topology, Calculus and Approximation-Vilmos Komornik_32_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_33_problem.png",FALSE,TRUE,,,,9894dc4a-bfbb-40f3-b4ae-f33162e59e7b,P,33,0,"Topology, Calculus and Approximation-Vilmos Komornik_33_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_33_solution.png",FALSE,TRUE,,,,9d6d0a56-440e-4f0f-8ce1-e5a06be90538,S,33,0,"Topology, Calculus and Approximation-Vilmos Komornik_33_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_34_problem.png",FALSE,FALSE,,,,8bb56c85-e82b-4a43-8ff0-0510ba7d7808,P,34,0,"Topology, Calculus and Approximation-Vilmos Komornik_34_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_34_solution_part_1.png",FALSE,FALSE,,,,ee1d6b9e-9ecf-4fbc-b0ef-6a64ce7490e2,S,34,1,"Topology, Calculus and Approximation-Vilmos Komornik_34_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_34_solution_part_2.png",FALSE,FALSE,,,,c5a64615-7cb4-47bb-8ad9-92dfe17edfa1,S,34,2,"Topology, Calculus and Approximation-Vilmos Komornik_34_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_35_problem.png",FALSE,TRUE,,,,b731bc3a-e6b9-4112-8302-a4cbf121a45a,P,35,0,"Topology, Calculus and Approximation-Vilmos Komornik_35_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_35_solution.png",FALSE,TRUE,,,,7835f2a2-9e6b-4a65-bb01-c51de510d157,S,35,0,"Topology, Calculus and Approximation-Vilmos Komornik_35_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_36_problem.png",FALSE,TRUE,,,,1c45b888-f8ac-400a-9ca2-6bf6b9afdbf3,P,36,0,"Topology, Calculus and Approximation-Vilmos Komornik_36_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_36_solution.png",FALSE,TRUE,,,,5b3cb235-39a5-4a4d-946c-4f86d01c2686,S,36,0,"Topology, Calculus and Approximation-Vilmos Komornik_36_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_37_problem.png",FALSE,TRUE,,,,8f03ecb0-1206-4815-bed0-f458b7dce59e,P,37,0,"Topology, Calculus and Approximation-Vilmos Komornik_37_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_37_solution_part_1.png",FALSE,TRUE,,,,0bb62498-3453-4922-a90f-3741398e2b25,S,37,1,"Topology, Calculus and Approximation-Vilmos Komornik_37_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_37_solution_part_2.png",FALSE,TRUE,,,,0eec090e-d431-4a17-98c4-e9d5508c22ca,S,37,2,"Topology, Calculus and Approximation-Vilmos Komornik_37_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_38_problem.png",FALSE,TRUE,,,,303c97d3-c91d-4e0f-898b-8515e53a80df,P,38,0,"Topology, Calculus and Approximation-Vilmos Komornik_38_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_38_solution.png",FALSE,TRUE,,,,5539edfb-3bbf-4539-bc80-f8742c894a15,S,38,0,"Topology, Calculus and Approximation-Vilmos Komornik_38_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_39_problem.png",FALSE,TRUE,,,,5a7e796c-4306-467b-8ec7-2597299ca889,P,39,0,"Topology, Calculus and Approximation-Vilmos Komornik_39_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_39_solution.png",FALSE,TRUE,,,,3560acc9-a41c-4e5e-a019-989287ab0049,S,39,0,"Topology, Calculus and Approximation-Vilmos Komornik_39_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_40_problem.png",FALSE,TRUE,,,,739f3db2-e51e-45b1-a51a-5fb1854541f8,P,40,0,"Topology, Calculus and Approximation-Vilmos Komornik_40_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_40_solution_part_1.png",FALSE,TRUE,,,,3349ebb0-5a4d-4bd0-a5cd-7e4d5a998d23,S,40,1,"Topology, Calculus and Approximation-Vilmos Komornik_40_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_40_solution_part_2.png",FALSE,TRUE,,,,c9e6a2eb-d8f8-498d-824f-e15db3401620,S,40,2,"Topology, Calculus and Approximation-Vilmos Komornik_40_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_41_problem.png",FALSE,FALSE,,,,e7ebc02c-32fb-4bcf-8ba1-9aa38d29ce0e,P,41,0,"Topology, Calculus and Approximation-Vilmos Komornik_41_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_41_solution.png",FALSE,FALSE,,,,80a22874-f425-43d3-b20c-a57ff1a35ec4,S,41,0,"Topology, Calculus and Approximation-Vilmos Komornik_41_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_42_problem.png",FALSE,TRUE,,,,94c512c3-1bd8-4995-8f8b-6a7d8718efc9,P,42,0,"Topology, Calculus and Approximation-Vilmos Komornik_42_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_42_solution.png",FALSE,TRUE,,,,a4c15717-a032-42a4-9023-b33feb6d930e,S,42,0,"Topology, Calculus and Approximation-Vilmos Komornik_42_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_43_problem_part_1.png",FALSE,FALSE,,,,e37dbf64-1453-4b3a-92c2-951c83294e4a,P,43,1,"Topology, Calculus and Approximation-Vilmos Komornik_43_problem_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_43_problem_part_2.png",FALSE,FALSE,,,,b5be0c6a-f928-4d4f-a585-c34daa8b21ce,P,43,2,"Topology, Calculus and Approximation-Vilmos Komornik_43_problem_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_43_solution.png",FALSE,FALSE,,,,58d73221-b2e8-4755-ba27-6a4716a15371,S,43,0,"Topology, Calculus and Approximation-Vilmos Komornik_43_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_44_problem.png",FALSE,TRUE,,,,f8879fda-7a6d-474d-910e-4be422c6c227,P,44,0,"Topology, Calculus and Approximation-Vilmos Komornik_44_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_44_solution.png",FALSE,TRUE,,,,d54115e5-7fe7-4289-a0e5-5814a3ac4a18,S,44,0,"Topology, Calculus and Approximation-Vilmos Komornik_44_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_45_problem.png",FALSE,TRUE,,,,68f8ec11-3bc4-44a4-98fe-4b883696f3b6,P,45,0,"Topology, Calculus and Approximation-Vilmos Komornik_45_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_45_solution_part_1.png",FALSE,TRUE,,,,33f3554a-26f3-4c8b-b12f-a3ce8528027e,S,45,1,"Topology, Calculus and Approximation-Vilmos Komornik_45_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_45_solution_part_2.png",FALSE,TRUE,,,,0e01aa76-4cc5-4871-ace1-13422e0b70dd,S,45,2,"Topology, Calculus and Approximation-Vilmos Komornik_45_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_46_problem.png",FALSE,TRUE,,,,5f46e40b-c9de-4c2c-be4e-0ac9bda9dfc9,P,46,0,"Topology, Calculus and Approximation-Vilmos Komornik_46_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_46_solution.png",FALSE,TRUE,,,,2d0654ac-08ef-4caf-b08b-dd03a1dc650d,S,46,0,"Topology, Calculus and Approximation-Vilmos Komornik_46_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_47_problem.png",FALSE,TRUE,,,,9ea451f4-8b69-4fa6-8741-8f177176a4e4,P,47,0,"Topology, Calculus and Approximation-Vilmos Komornik_47_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_47_solution.png",FALSE,TRUE,,,,773ed608-cc70-4b5c-8f15-c191b23e978c,S,47,0,"Topology, Calculus and Approximation-Vilmos Komornik_47_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_48_problem.png",FALSE,TRUE,,,,90c24c75-0a49-4513-a8b8-e92d382ebf4b,P,48,0,"Topology, Calculus and Approximation-Vilmos Komornik_48_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_48_solution.png",FALSE,TRUE,,,,9dceadf6-cbc2-4055-a328-23541a749842,S,48,0,"Topology, Calculus and Approximation-Vilmos Komornik_48_solution.png"
